Type,domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,having_repeated_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
1,36,3,0,0,38,1,3,15,15,4.273684376
1,14,3,0,1,18,0,2,5,0,3.235926351
1,23,2,0,0,0,0,2,13,0,3.327484782
1,22,1,2,0,0,0,1,9,0,3.6412498
1,35,3,0,0,4,1,2,20,1,4.422000517
1,21,1,2,1,13,0,1,17,0,3.558518613
1,14,3,1,2,76,0,2,7,0,3.378783493
1,18,2,0,0,0,0,2,11,0,3.503258335
1,10,1,0,0,0,0,1,6,0,2.721928095
1,31,2,1,7,11,0,2,8.5,0,3.716630892
1,14,1,1,1,17,0,1,11,0,3.182005815
1,10,1,0,1,2,0,1,6,0,3.121928095
1,15,2,1,0,0,0,1,5,0,3.323231429
1,13,3,0,0,0,0,2,2,0,3.085055103
1,11,5,0,0,1,0,1,7,0,3.277613437
1,17,4,0,4,12,0,2,10,0,3.499227547
1,19,2,0,0,0,0,1,15,0,3.391892645
1,28,3,1,2,47,0,1,24,0,3.896291529
1,12,3,0,0,0,0,2,2,0,2.688721876
1,18,2,1,0,1,0,2,3.5,0,3.392147224
1,17,2,0,0,67,0,2,3,0,3.292770194
1,11,2,1,2,19,0,1,7,0,3.277613437
1,14,2,0,0,23,0,1,10,2,3.664497779
1,23,3,0,0,0,0,3,10,0,3.381620108
1,15,2,0,3,16,0,1,11,0,3.189898095
1,28,5,3,1,1,0,2,12,0,3.950212065
1,10,1,0,0,0,0,1,7,0,2.921928095
1,13,2,2,7,72,0,1,9,0,2.931208949
1,27,2,0,0,0,0,2,11,0,3.736006946
1,37,3,0,0,5,1,2,22,2,4.486348298
1,21,3,1,0,5,0,2,3,0,3.427333494
1,24,4,0,0,32,0,3,5,0,3.886842188
1,11,3,1,0,0,0,2,3,0,2.663532755
1,19,3,0,0,28,0,2,3,0,3.366091329
1,12,2,1,0,0,0,2,5,0,3.418295834
1,20,3,3,0,0,0,2,3,0,3.546439345
1,23,2,0,0,2,0,2,9,0,3.670968892
1,19,3,0,0,4,0,2,12,2,3.681880803
1,16,4,0,0,24,0,3,3,0,3.155639062
1,21,5,1,4,0,0,2,3,0,3.463280518
1,18,3,2,0,20,0,2,5,1,3.614369446
1,13,4,1,0,3,0,1,9,0,3.39274741
1,32,2,2,0,7,1,2,6.333333333,4,4.116729297
1,20,2,1,0,0,0,1,16,0,3.38418372
1,29,2,1,0,6,1,2,8,6,4.142295219
1,23,2,0,1,0,0,2,15,0,3.642489673
1,13,2,0,0,2,0,1,9,0,3.39274741
1,109,8,1,0,54,1,8,6,0,4.628993646
1,7,2,0,0,0,0,1,4,0,2.807354922
1,13,1,0,0,24,0,1,9,0,3.546593564
1,20,1,0,0,0,0,1,16,0,3.621928095
1,18,2,0,0,0,0,1,14,0,3.155221529
1,16,1,0,2,5,0,1,12,0,3.202819531
1,21,4,0,0,28,1,3,5,0,3.880179923
1,21,1,0,1,17,0,1,17,0,3.844232899
1,25,2,0,0,3,1,2,15,0,4.00385619
1,34,4,0,1,0,0,3,3,0,3.657192533
1,16,3,2,0,0,0,2,10,0,2.952819531
1,14,1,1,0,2,0,1,10,1,2.985228136
1,42,2,1,0,0,0,2,14,0,3.990082828
1,17,3,4,0,7,1,3,3,0,3.175123135
1,10,2,0,0,0,0,1,6,0,2.921928095
1,13,2,0,0,3,0,1,9,0,3.39274741
1,12,3,1,5,9,0,1,8,0,3.251629167
1,17,7,0,2,1,0,3,5,0,3.219528282
1,14,1,1,0,0,0,1,10,0,2.645593314
1,25,4,0,0,36,0,3,6,0,3.83326969
1,24,3,0,0,0,0,2,3,0,3.803508855
1,26,6,3,0,24,0,1,6.666666667,0,3.844106545
1,28,6,0,2,4,0,2,12,0,3.79790269
1,13,4,0,0,10,1,3,2,2,2.87314068
1,15,1,0,0,1,0,1,12,1,2.923231429
1,12,3,0,0,0,0,2,2,0,3.084962501
1,34,6,1,0,0,0,4,12,0,3.878068268
1,24,2,0,0,3,1,2,11,3,3.834962501
1,20,2,0,0,0,0,2,4,0,3.58418372
1,29,3,0,0,22,0,2,3,0,3.578001151
1,26,6,1,0,0,0,5,2,0,3.734308354
1,20,4,5,2,0,0,1,16,0,2.928212946
1,38,2,3,0,0,0,1,7.75,0,3.895714935
1,20,2,1,2,65,0,1,17,0,3.021928095
1,33,5,1,0,1,0,5,8,0,3.942438726
1,34,5,0,0,32,0,3,14,6,4.091159812
1,27,4,0,0,0,0,4,3,0,3.865998613
1,11,2,0,0,1,0,1,8,0,3.277613437
1,15,1,2,0,0,0,1,11,0,3.106890596
1,15,5,0,0,0,0,2,3,0,3.106890596
1,39,3,4,0,10,1,3,6.5,0,4.162980744
1,10,1,1,0,2,0,1,7,2,3.121928095
1,20,3,0,0,1,0,2,3,0,3.546439345
1,24,3,3,0,1,0,2,3,0,3.65726823
1,24,3,2,1,0,0,2,5,0,3.636842188
1,39,4,5,0,14,1,3,3,13,4.179776181
1,15,2,0,0,19,0,1,11,0,3.323231429
1,12,2,0,0,0,0,2,5,0,3.251629167
1,63,9,1,1,25,0,7,6,0,4.150654425
1,13,2,0,0,0,0,2,6,0,3.180832987
1,16,3,0,0,1,0,2,5,0,3.5
1,19,2,2,0,0,0,2,3,0,3.431623566
1,28,2,0,0,16,0,2,3,0,3.726474118
1,14,2,1,7,11,0,1,10,0,3.378783493
1,14,7,1,1,2,0,2,3,0,2.896291529
1,14,5,0,2,1,0,2,3,0,3.324862958
1,28,4,0,1,5,1,3,9,0,3.923251797
1,16,3,1,0,0,0,1,6,0,3.280639062
1,15,2,0,0,0,0,2,3,0,3.189898095
1,14,7,1,1,2,0,2,3,0,3.039148672
1,7,7,1,0,1,0,1,4,0,2.521640636
1,18,2,2,0,0,0,1,15,0,3.572431251
1,12,1,1,0,2,0,1,4,2,3.418295834
1,13,1,0,0,0,0,1,9,0,3.238901257
1,13,5,0,1,12,1,3,2,2,2.603157987
1,20,2,0,0,4,0,2,10,0,3.421928095
1,19,2,1,0,0,0,1,14,0,3.616348566
1,16,2,0,0,0,0,2,6,0,3.030639062
1,16,5,0,2,1,0,2,3,0,3.202819531
1,20,3,0,0,4,1,2,3,0,3.68418372
1,20,5,1,0,2,0,2,5,0,3.546439345
1,15,4,1,1,0,0,1,11,0,3.506890596
1,36,3,3,0,7,1,2,7,6,4.371178126
1,14,2,3,0,0,0,1,10,0,3.324862958
1,37,4,1,0,0,0,4,8,0,4.064466123
1,33,1,1,0,0,0,1,14,0,3.850937211
1,17,2,0,0,0,0,1,13,0,3.146286371
1,13,2,0,0,5,1,2,6,3,3.39274741
1,16,1,0,0,0,0,1,12,0,3.452819531
1,17,3,0,0,1,0,2,8,0,3.572469459
1,21,5,1,0,0,0,1,8,0,3.308751351
1,12,3,0,0,0,0,2,2,0,2.751629167
1,6,1,0,0,0,0,1,3,0,2.584962501
1,19,5,2,0,0,0,2,11,0,3.366091329
1,29,4,1,0,2,0,2,8.5,0,3.754532719
1,15,2,1,0,2,0,1,12,0,3.456564762
1,32,2,2,0,1,0,2,3,0,3.804229297
1,7,5,2,0,25,0,1,4,0,2.128085279
1,26,6,0,2,24,1,4,6,0,3.902174814
1,18,4,0,0,0,0,3,3,0,3.419381946
1,56,6,5,3,6,0,4,6,0,4.186445995
1,15,2,0,0,17,0,1,11,0,3.323231429
1,24,2,0,0,0,0,2,12,0,3.886842188
1,25,1,0,0,16,0,1,21,0,3.76385619
1,23,3,0,0,0,0,3,10,0,3.534219021
1,24,2,1,0,17,0,1,20,2,3.938721876
1,9,1,1,0,6,0,1,6,0,2.725480557
1,19,3,0,0,0,0,2,8,0,3.93213804
1,26,4,0,1,1,0,3,3,0,3.81507241
1,29,3,0,0,4,0,3,12,4,3.926272374
1,9,2,1,1,0,0,1,6,0,2.947702779
1,26,2,1,0,0,0,2,3,0,3.661226256
1,18,1,2,1,3,0,1,7,0,3.614369446
1,25,4,0,1,3,0,3,2,1,3.86346519
1,31,2,2,0,0,0,2,5.333333333,0,3.652114763
1,20,3,1,0,1,0,2,6.5,1,3.78418372
1,35,2,1,0,60,1,2,8,0,4.090296503
1,31,6,3,2,18,0,2,3,0,3.708093392
1,19,1,1,0,18,0,1,7.5,0,3.115834092
1,24,3,0,0,0,0,2,7,0,3.855388542
1,17,3,1,0,0,0,2,4,0,3.337175341
1,31,3,2,3,12,0,2,10,0,3.692279682
1,20,3,0,0,2,0,2,10,0,3.721928095
1,28,3,0,0,10,0,2,3,0,3.69951385
1,27,4,0,0,24,0,3,3,0,3.676390633
1,21,2,0,0,0,0,1,17,0,3.617809684
1,42,3,0,0,6,1,2,27,3,4.546846589
1,24,2,0,0,0,0,2,11,0,3.636842188
1,27,6,0,0,0,0,5,2,0,3.574357762
1,16,2,0,0,0,0,1,12,0,3.625
1,13,2,0,0,1,0,1,9,0,3.39274741
1,12,1,2,0,0,0,1,9,0,3.418295834
1,7,2,0,0,0,0,1,4,0,2.235926351
1,19,4,0,0,29,0,3,5,0,3.471354487
1,35,7,1,0,0,0,6,2,0,3.878584802
1,16,3,0,1,4,0,2,4,0,3.25
1,13,2,0,0,2,0,1,9,0,3.39274741
1,20,2,0,1,2,0,2,12,0,3.521928095
1,32,4,0,0,0,0,3,3,0,3.652518266
1,15,2,0,0,0,0,2,3,0,2.872905595
1,14,3,1,0,0,0,2,7,0,3.378783493
1,17,3,0,0,1,0,2,10,0,3.381580488
1,21,3,0,2,16,0,1,17,0,3.427333494
1,18,2,0,0,0,0,2,7,0,3.350209029
1,18,4,0,0,0,0,3,3,0,3.016875696
1,16,2,0,0,19,0,2,4,0,3.375
1,17,1,2,0,0,0,1,13,0,3.410417253
1,17,3,0,0,4,1,2,3,0,3.572469459
1,6,1,0,0,0,0,1,3,0,2.584962501
1,25,3,0,0,0,0,3,3,0,3.86346519
1,16,2,1,0,0,0,2,10,0,3.5
1,121,11,0,0,46,1,11,6,0,4.437509043
1,15,2,2,0,4,0,1,11,0,3.506890596
1,15,1,0,0,23,0,1,11,0,3.640223929
1,25,3,1,1,10,0,2,15,0,3.76385619
1,28,3,0,0,0,0,1,25,0,3.583616975
1,13,2,2,2,0,0,1,2.666666667,0,3.39274741
1,14,3,0,0,5,1,2,6,4,3.521640636
1,14,2,0,2,15,0,2,8,1,3.182005815
1,8,5,6,1,4,0,1,5,0,2.5
1,34,3,0,0,3,0,2,19,0,4.27056762
1,21,2,1,3,42,0,1,8,0,3.558518613
1,33,8,0,2,24,1,6,3,0,4.066677074
1,17,5,1,0,4,0,3,3,0,3.572469459
1,9,2,0,0,0,0,1,6,0,2.947702779
1,29,2,1,1,7,1,2,11,1,4.047299098
1,22,2,0,0,1,0,1,18,0,3.572623664
1,26,2,0,0,4,0,2,13,4,3.997952699
1,16,1,1,0,0,0,1,12,0,3.452819531
1,20,3,1,8,4,0,2,3,0,3.621928095
1,18,3,0,0,0,0,3,3,0,3.308270835
1,33,5,1,0,1,0,5,8,0,3.942438726
1,25,2,0,4,21,0,2,3,0,3.70346519
1,26,3,0,0,0,0,2,11,0,3.767183468
1,110,10,1,0,45,1,10,6,0,4.74458432
1,13,6,1,1,5,1,2,3,0,2.87314068
1,61,1,9,0,15,1,1,4.9,15,4.313224379
1,8,1,0,0,3,0,1,4,0,3
1,17,3,0,0,17,0,3,3,0,3.572469459
1,28,4,1,0,29,1,3,9,0,3.994680368
1,18,1,0,0,19,0,1,14,0,3.614369446
1,23,4,0,0,0,0,1,19,0,3.914866304
1,16,15,3,0,14,0,2,9,0,3.375
1,81,11,3,0,22,1,11,5,0,4.31556419
1,13,5,0,0,1,0,2,3,0,2.87314068
1,13,4,0,0,1,0,2,3,0,2.931208949
1,16,3,0,0,33,0,2,6,0,3.625
1,17,2,0,0,4,1,2,3,0,3.4548224
1,20,1,0,0,0,0,1,16,0,3.646439345
1,13,6,1,1,2,0,2,3,0,2.931208949
1,25,2,0,0,0,0,1,21,0,3.73366069
1,41,7,6,2,26,0,5,4,0,4.043544615
1,18,7,1,1,0,0,3,4,0,3.530493057
1,148,15,2,0,50,1,15,6,0,4.72784632
1,24,2,0,0,0,0,2,3,0,3.803508855
1,13,2,1,0,0,0,1,4,0,3.39274741
1,10,1,1,0,19,0,1,6,0,3.121928095
1,15,2,1,0,0,0,2,3,0,3.456564762
1,19,3,0,0,6,1,3,7,6,3.787143961
1,30,2,2,0,2,0,2,5,2,4.053235913
1,13,3,0,0,10,1,3,2,2,2.81507241
1,26,3,0,0,0,0,2,3,0,3.767183468
1,23,3,0,0,6,0,2,3,0,3.534219021
1,24,3,0,0,0,0,3,3,0,3.625814584
1,23,2,0,0,0,0,1,19,0,3.58401237
1,31,2,3,0,0,0,2,2.75,0,4.018081794
1,18,3,0,1,4,1,2,11,2,3.725480557
1,11,2,0,1,28,0,1,7,0,3.095795255
1,5,2,0,0,0,0,1,11,0,3.323231429
1,22,1,0,0,11,0,1,18,0,3.913977073
1,17,2,1,0,43,0,1,13,0,3.169248696
1,8,3,2,3,43,0,1,5,2,3
1,17,4,3,0,6,0,2,3,0,3.690116518
1,17,1,1,0,0,0,1,13,0,3.616874606
1,20,2,0,0,0,0,1,16,0,3.546439345
1,13,7,2,0,1,0,2,7,0,3.39274741
1,15,6,1,1,5,0,2,3,0,3.456564762
1,18,1,0,0,0,0,1,14,0,3.308270835
1,31,1,0,0,0,0,1,27,0,3.79696073
1,14,1,1,0,48,0,1,10,0,3.378783493
1,31,1,2,0,0,0,1,8.333333333,0,3.808719697
1,25,4,2,0,0,0,3,3,0,3.83326969
1,24,3,0,0,0,0,2,3,0,3.855388542
1,13,1,0,0,0,0,1,9,0,3.180832987
1,16,2,0,0,7,0,2,8,7,3.875
1,19,1,5,0,32,0,1,16,3,3.93213804
1,27,3,1,0,0,0,2,3,0,3.70804815
1,82,9,1,0,63,1,8,12,4,4.526001177
1,15,1,0,1,0,0,1,11,0,3.056564762
1,29,2,1,0,0,0,2,5.5,0,4.021268495
1,22,2,0,0,0,0,1,18,0,3.6412498
1,12,2,0,1,27,0,1,8,0,3.188721876
1,30,2,2,0,0,0,2,5,0,4.123231429
1,19,2,1,0,0,0,1,15,0,3.642149882
1,14,6,1,7,8,0,2,3,0,3.182005815
1,8,5,0,2,1,0,1,4,0,3
1,12,2,1,0,3,0,2,5,0,2.855388542
1,26,2,0,0,0,0,2,13,0,3.950063756
1,19,2,0,0,1,0,2,9,0,3.536886724
1,35,8,1,2,7,1,6,3,0,4.15029266
1,25,5,0,0,31,0,4,3,0,3.59326969
1,17,3,0,0,5,0,2,3,0,3.175123135
1,8,1,0,0,1,0,1,5,0,2.5
1,13,2,0,0,2,0,1,9,0,3.39274741
1,74,3,0,0,13,1,3,59,13,4.662457934
1,17,4,1,0,2,0,1,6,2,3.572469459
1,24,3,1,0,6,1,2,9,6,3.740601563
1,24,3,0,0,2,0,2,9,0,3.886842188
1,23,2,3,0,0,0,2,13,0,3.567040217
1,14,2,0,14,12,0,1,10,0,3.093069208
1,12,1,0,0,13,0,1,9,0,3.084962501
1,14,2,0,0,25,0,2,3,0,3.182005815
1,19,3,0,0,1,0,2,3,0,3.366091329
1,148,12,0,0,30,1,12,3,0,4.815533523
1,13,2,0,0,3,0,1,9,0,3.39274741
1,23,3,0,0,0,0,3,9,0,3.762267391
1,20,2,0,0,3,0,2,10,0,3.421928095
1,19,2,0,0,4,1,2,8,0,3.576617645
1,7,1,0,0,1,0,1,4,0,2.807354922
1,8,2,0,0,0,0,1,4,0,2.75
1,22,2,0,0,4,0,2,15,0,3.459431619
1,21,3,0,0,2,0,3,8,2,3.653756708
1,13,5,1,0,0,0,1,10,0,3.39274741
1,111,10,4,0,42,1,10,3.666666667,0,4.491595237
1,18,1,0,0,5,0,1,14,0,3.350209029
1,10,1,0,0,21,0,1,6,0,2.921928095
1,17,3,1,1,1,0,2,3,0,3.292770194
1,16,3,0,0,2,1,2,7,0,3.625
1,16,3,0,3,3,0,2,6,1,3.625
1,20,2,0,0,3,0,2,9,0,3.28418372
1,32,5,5,1,20,1,4,2.8,10,4.077819531
1,19,4,2,0,1,0,2,3,0,3.260828171
1,15,2,0,0,3,0,2,4,0,2.973557262
1,32,5,2,2,7,0,5,3,0,3.652518266
1,22,3,0,0,0,0,2,3,0,3.629219687
1,12,2,0,0,28,0,1,8,0,3.084962501
1,17,1,0,1,62,0,1,13,0,3.146286371
1,30,3,0,0,36,1,2,16,10,4.040223929
1,115,11,2,0,39,1,11,2,0,4.540171085
1,11,1,0,0,0,0,1,7,0,3.277613437
1,21,3,0,0,0,0,3,9,0,3.558518613
1,12,2,0,0,1,0,2,6,0,3.022055209
1,12,2,2,0,1,0,2,3,0,2.584962501
1,15,2,0,0,17,0,1,11,0,3.323231429
1,8,1,0,0,0,0,1,4,0,2.5
1,117,7,3,0,38,1,7,6,0,4.759552943
1,18,2,1,0,20,0,1,15,0,3.530493057
1,38,4,0,0,0,0,3,3,0,4.000978093
1,15,2,1,1,8,0,2,4,0,2.973557262
1,45,6,0,1,1,0,6,6,0,3.90332102
1,21,4,0,1,0,0,3,3,0,3.522571589
1,26,2,0,0,1,0,2,13,1,3.719294526
1,14,7,1,1,2,0,2,3,0,2.896291529
1,32,3,0,2,0,0,2,3,0,3.968139062
1,19,2,4,0,1,0,2,3,0,3.511085408
1,18,1,0,1,4,0,1,14,0,3.683542362
1,19,2,0,0,0,0,1,15,0,3.576617645
1,15,4,0,0,7,0,2,4,0,2.973557262
1,15,5,0,0,44,0,2,8,0,3.506890596
1,13,5,1,1,0,0,1,4.5,0,3.238901257
1,20,3,0,0,8,0,2,3,0,3.321928095
1,12,2,1,1,1,0,1,8,0,3.251629167
1,16,2,2,0,0,0,1,5.5,0,3.577819531
1,15,2,2,0,0,0,2,8,0,3.240223929
1,15,7,1,7,8,0,3,3,0,3.139572262
1,23,2,0,0,0,0,2,13,0,3.327484782
1,13,6,1,1,5,1,2,3,0,2.87314068
1,19,1,0,0,0,0,1,16,0,3.176110252
1,18,4,0,3,0,0,3,3,0,3.530493057
1,19,3,0,0,0,0,2,3,0,3.471354487
1,16,2,0,0,0,0,2,3,0,3.452819531
1,13,2,1,2,62,0,1,10,0,2.87314068
1,12,3,0,0,0,0,2,2,0,2.751629167
1,32,3,0,3,33,0,2,3,0,3.968139062
1,26,6,0,2,28,0,4,6,0,3.902174814
1,22,3,2,2,17,0,2,3,0,3.606936732
1,25,5,0,0,33,0,4,3,0,3.59326969
1,15,2,1,0,1,0,2,5,0,3.506890596
1,23,1,0,0,4,0,1,19,0,3.882045108
1,13,5,0,2,1,0,2,3,0,2.499698143
1,11,3,0,0,1,0,2,3,0,2.663532755
1,15,2,0,0,0,0,2,3,0,3.189898095
1,57,3,5,0,21,0,3,7,1,4.102272419
1,12,4,3,0,0,0,2,5,0,3.251629167
1,14,1,0,0,0,0,1,10,0,3.324862958
1,57,3,5,0,21,0,3,7,1,4.102272419
1,20,7,1,1,0,0,3,3,0,3.30869497
1,13,2,0,0,4,0,1,9,0,3.39274741
1,11,1,0,0,0,0,1,7,0,3.095795255
1,27,4,0,1,4,0,3,10,0,3.574357762
1,13,3,0,0,0,0,1,9,0,3.546593564
1,16,3,2,0,0,0,2,3,0,3.452819531
1,28,4,0,3,17,0,3,4,0,4.208966083
1,17,1,1,2,0,0,1,6,0,3.572469459
1,13,1,0,2,7,0,1,9,0,3.39274741
1,30,3,1,0,8,1,2,8,8,4.215061012
1,20,1,0,0,20,0,1,17,0,3.546439345
1,27,2,0,0,2,1,2,14,2,3.852497577
1,12,2,1,0,9,0,1,3.5,0,3.584962501
1,14,7,1,1,2,0,2,3,0,2.896291529
1,15,2,2,0,4,0,2,3,0,3.323231429
1,22,2,0,0,0,0,2,15,0,3.6412498
1,15,6,0,1,0,0,2,3,0,3.006238929
1,10,3,1,0,6,0,2,22,0,3.057476076
1,98,11,1,0,37,1,9,6,0,4.047847223
1,19,10,1,0,19,0,2,3,0,3.471354487
1,20,3,2,0,10,1,2,3,0,3.58418372
1,35,9,1,3,1,0,6,2,0,3.650013374
1,38,2,0,0,3,0,2,20,3,4.005314857
1,16,3,0,0,36,0,2,6,0,3.625
1,28,4,0,0,0,0,3,14,0,3.668986958
1,17,1,0,0,0,0,1,13,0,3.263933429
1,14,7,1,1,2,0,2,3,0,2.896291529
1,18,1,0,0,0,0,1,14,0,3.725480557
1,6,1,0,0,1,0,1,3,0,2.584962501
1,23,1,0,0,3,0,1,19,0,3.882045108
1,26,3,2,0,14,1,2,16,5,3.902174814
1,21,2,1,0,0,0,1,8,0,3.522571589
1,18,3,0,0,28,0,2,8,0,3.725480557
1,20,4,0,0,27,0,3,6,0,3.58418372
1,21,6,0,0,8,0,2,3,0,3.558518613
1,9,1,0,0,1,0,1,5,0,3.169925001
1,21,4,0,0,31,0,3,6,0,3.522571589
1,16,6,1,1,2,0,2,3,0,3.577819531
1,31,2,0,0,0,0,2,18,0,3.833070907
1,14,4,0,0,1,0,2,3,0,3.182005815
1,28,7,2,2,38,0,3,3,0,3.753434386
1,20,3,0,0,0,0,2,3,0,3.68418372
1,18,2,1,0,1,0,1,5,0,3.419381946
1,73,5,6,0,1,0,5,6,0,4.355748238
1,28,3,0,0,3,1,3,6,0,3.869331261
1,65,8,0,0,34,1,7,6,0,4.356511276
1,13,3,0,0,10,1,3,1,1,2.719294526
1,158,19,2,0,22,1,19,6,0,4.823924355
1,25,1,0,0,0,0,1,21,0,3.65366069
1,17,9,3,0,26,0,2,3,0,3.337175341
1,19,2,0,1,0,0,2,3,0,3.431623566
1,21,1,2,1,0,0,1,17,0,3.558518613
1,21,1,4,0,0,0,1,18,0,3.308751351
1,19,4,1,0,0,0,1,7,0,3.511085408
1,16,6,1,1,2,0,2,3,0,3.327819531
1,59,6,0,0,8,1,5,6,0,4.543766465
1,13,2,0,0,3,0,1,9,0,3.39274741
1,6,1,0,0,0,0,1,3,0,2.584962501
1,10,5,1,7,9,0,1,6,1,3.121928095
1,25,4,1,2,38,0,1,22,0,3.38346519
1,13,2,0,0,1,0,1,9,0,3.39274741
1,24,2,1,0,1,0,2,17,0,3.522055209
1,16,5,4,0,0,0,2,3,0,3.280639062
1,20,2,0,0,0,0,1,16,0,3.521928095
1,12,6,1,1,2,0,2,3,0,3.022055209
1,40,4,3,0,9,1,2,6.25,9,4.17507052
1,22,5,0,2,1,0,2,3,0,3.663532755
1,33,2,2,0,5,0,2,5.666666667,5,4.014091089
1,30,4,0,0,20,0,3,11,0,3.739572262
1,39,3,1,0,0,0,2,19,0,3.922293002
1,24,3,0,0,8,0,2,11,0,3.918295834
1,21,5,1,0,0,0,2,4,0,3.653756708
1,15,4,0,0,6,0,2,4,0,2.973557262
1,7,2,0,0,0,0,1,28,0,2.721928095
1,22,2,0,0,0,0,2,8,0,3.606936732
1,21,2,0,0,0,0,1,17,0,3.344698375
1,33,9,0,0,1,0,6,2,0,3.449570165
1,25,2,0,0,0,0,2,12,0,3.94346519
1,22,2,0,0,2,0,2,3,0,3.663532755
1,24,8,1,1,0,0,4,3,0,3.553508855
1,25,3,0,0,0,0,2,3,0,3.78346519
1,22,2,0,1,1,0,2,3,0,3.334209459
1,16,6,1,7,8,0,2,3,0,3.327819531
1,16,2,1,2,39,0,1,13,0,3.5
1,20,3,1,0,2,0,2,3,0,3.546439345
1,22,2,0,0,1,0,2,4,0,3.204447961
1,16,2,0,0,3,0,2,7,2,3.625
1,20,3,0,0,0,0,3,3,0,3.40869497
1,13,2,0,0,3,0,1,9,0,3.39274741
1,45,7,0,0,10,1,7,2,0,4.238378164
1,16,1,0,2,8,0,1,12,0,3.5
1,23,2,1,5,22,0,1,19,0,3.708132065
1,18,3,0,0,0,0,3,3,0,3.530493057
1,15,7,1,1,2,0,2,3,0,3.189898095
1,15,2,0,0,0,0,1,11,0,3.323231429
1,18,2,0,0,3,0,2,3,0,3.572431251
1,29,2,0,0,2,0,2,17,2,3.88333746
1,15,6,1,1,2,0,2,3,0,2.606238929
1,13,2,0,0,4,0,1,9,0,3.39274741
1,36,2,0,0,4,1,2,23,4,4.194385683
1,14,1,2,0,0,0,1,11,0,3.521640636
1,10,2,1,0,2,0,1,6,0,3.121928095
1,15,3,1,2,53,0,2,3,0,3.189898095
1,14,2,0,0,21,0,1,10,2,3.664497779
1,18,5,1,0,0,0,2,3,0,3.794653474
1,16,2,0,0,7,0,2,8,6,3.625
1,19,2,0,1,19,0,1,15,0,3.511085408
1,22,5,0,0,0,0,3,3,0,3.720128777
1,8,5,0,2,1,0,1,4,0,3
1,143,11,3,0,25,1,10,6,0,4.682389864
1,17,3,1,0,5,0,1,6.5,0,3.292770194
1,12,2,1,0,10,0,1,3.5,0,3.418295834
1,21,1,2,1,17,0,1,17,0,3.558518613
1,18,2,1,3,17,0,1,6.5,0,3.572431251
1,15,4,0,0,1,0,2,3,0,3.323231429
1,18,4,1,1,0,0,2,5.5,0,3.683542362
1,30,3,1,0,0,0,2,3,0,3.669576746
1,16,3,0,0,31,1,2,8,6,3.452819531
1,33,5,0,0,1,0,5,8,0,3.942438726
1,24,2,2,0,4,1,2,5.333333333,4,3.751629167
1,13,1,0,0,0,0,1,10,0,3.085055103
1,17,8,1,1,2,0,3,3,0,3.130717988
1,12,2,0,0,10,0,1,8,0,3.084962501
1,16,3,0,0,5,0,2,4,0,3.25
1,29,2,0,0,3,1,2,19,0,3.926272374
1,16,7,9,0,12,0,2,3,0,3.327819531
1,71,10,1,0,0,0,10,6,0,4.168867416
1,13,6,1,7,8,0,2,3,0,3.026986833
1,21,2,0,0,0,0,2,6,0,3.368042423
1,20,6,0,0,0,0,2,3,0,3.68418372
1,21,3,1,0,0,0,2,4.5,0,3.594465637
1,26,2,0,0,0,0,2,5,0,3.796217603
1,17,3,2,0,2,0,2,10,2,3.852168724
1,24,1,1,0,0,0,1,10,0,3.751629167
1,50,4,4,0,8,1,4,4.666666667,4,4.159079571
1,17,2,0,0,2,0,2,8,1,3.734521665
1,27,8,0,3,1,0,5,2,0,3.472324892
1,28,2,0,0,2,0,2,4,0,3.940759833
1,17,2,0,0,0,0,2,10,0,3.175123135
1,14,3,0,0,0,0,2,2,0,3.235926351
1,16,6,0,0,1,0,2,3,0,3.577819531
1,20,1,1,0,0,0,1,17,0,3.446439345
1,18,3,0,1,1,0,2,3,0,3.350209029
1,22,2,0,0,1,0,2,9,1,3.697845823
1,16,1,0,0,1,0,1,12,1,3.452819531
1,20,2,2,0,41,1,2,7,6,3.38418372
1,28,7,1,3,1,0,5,2,0,3.767375798
1,25,2,1,0,0,0,2,6,0,3.83326969
1,12,4,0,0,0,0,2,5,0,3.022055209
1,24,4,5,4,4,0,2,17,0,3.486440502
1,73,11,0,0,34,0,11,6,0,4.199601309
1,19,1,1,0,19,0,1,15,0,3.536886724
1,13,2,0,0,19,0,2,3,0,2.777362795
1,14,1,0,0,0,0,1,11,0,3.521640636
1,6,7,0,0,2,0,4,22,0,2.821888196
1,16,4,0,0,6,0,2,3,0,3.202819531
1,17,1,0,6,63,0,1,13,0,3.4548224
1,13,6,1,7,11,1,2,3,0,2.87314068
1,13,2,0,0,1,0,1,9,0,3.39274741
1,15,2,0,0,0,0,2,3,0,3.006238929
1,23,3,1,0,1,0,2,6.5,0,3.762267391
1,14,1,0,0,11,0,1,10,0,3.4677201
1,34,3,0,0,7,1,2,19,4,4.418201444
1,17,5,1,2,1,0,2,3,0,3.4548224
1,8,5,0,0,1,0,1,5,0,2.5
1,25,3,0,0,0,0,2,19,0,3.41366069
1,33,6,0,0,9,0,5,3,0,4.22259365
1,9,1,0,0,0,0,1,5,0,2.947702779
1,16,1,0,0,0,0,1,12,0,3.577819531
1,22,2,0,0,1,0,2,7,1,3.732158891
